4eba;852;;;;;;;;;;;;;;
4e0d;634;;;;;;;;;;;;;17082;Total
6708;602;;26986;Total;;;;;;;;;;208,3170732;Mean
4e4b;572;;45,27852349;Mean;;;;;;;;;;151,5;Median
4e2d;558;;15;Median;;;;;;;;;;143,2488018;STD.S
5929;449;;86,21148284;STD.S;;;;;;;;;;;
751f;429;;;;;;;;;;;;;;
5341;421;;;;;;;;;;;;;;
65e5;411;;;;;;;;;;;;;;
5b50;380;;;;;;;;;;;;;;
5973;342;;;;;;;;;;;;;;
800c;332;;;;;;;;;;;;;;
6709;328;;;;;;;;;;;;;;
82b1;312;;;;;;;;;;;;;;
4f86;284;;;;;;;;;;;;;;
8a69;284;;;;;;;;;;;;;;
4E0A;281;;;;;;;;;;;;;;
6b64;265;;;;;;;;;;;;;;
4e0b;262;;;;;;;;;;;;;;
79cb;254;;25999;Total;;;;;;;;;;;
4f5c;245;;72,42061281;Mean;;;;;;;;;;;
5927;245;;33;Median;;;;;;;;;;;
592B;240;;102,4259576;STD.S;;;;;;;;;;;
5176;219;;;;;;;;;;;;;;
6c34;218;;;;;;;;;;;;;;
76f8;201;;;;;;;;;;;;;;
5e72;195;;;;;;;;;;;;;;
5BB6;183;;;;;;;;;;;;;;
53E4;175;;;;;;;;;;;;;;
540D;172;;;;;;;;;;;;;;
5e74;166;;;;;;;;;;;;;;
4f55;165;;;;;;;;;;;;;;
4ea6;163;;;;;;;;;;;;;;
53bb;163;;;;;;;;;;;;;;
58EB;163;;;;;;;;;;;;;;
7a7a;161;;;;;;;;;;;;;;
4eca;160;;;;;;;;;;;;;;
96f2;160;;;;;;;;;;;;;;
5982;158;;;;;;;;;;;;;;
540C;155;;;;;;;;;;;;;;
6240;152;;;;;;;;;;;;;;
5149;151;;;;;;;;;;;;;;
53ef;147;;;;;;;;;;;;;;
660e;145;;;;;;;;;;;;;;
53e5;142;;;;;;;;;;;;;;
65B0;142;;;;;;;;;;;;;;
51fa;141;;;;;;;;;;;;;;
7528;137;;;;;;;;;;;;;;
884C;137;;;;;;;;;;;;;;
91d1;137;;;;;;;;;;;;;;
77f3;131;;;;;;;;;;;;;;
9577;131;;;;;;;;;;;;;;
591c;130;;;;;;;;;;;;;;
679d;130;;;;;;;;;;;;;;
4E16;128;;;;;;;;;;;;;;
6211;127;;;;;;;;;;;;;;
7121;127;;;;;;;;;;;;;;
6642;125;;;;;;;;;;;;;;
9999;125;;;;;;;;;;;;;;
592a;124;;;;;;;;;;;;;;
98a8;119;;;;;;;;;;;;;;
5148;118;;;;;;;;;;;;;;
7559;118;;;;;;;;;;;;;;
4E09;116;;;;;;;;;;;;;;
591a;115;;;;;;;;;;;;;;
7389;115;;;;;;;;;;;;;;
8207;113;;;;;;;;;;;;;;
53c8;112;;;;;;;;;;;;;;
6797;112;;;;;;;;;;;;;;
4e5f;110;;;;;;;;;;;;;;
53d6;109;;;;;;;;;;;;;;
5728;109;;;;;;;;;;;;;;
6771;109;;;;;;;;;;;;;;
5750;107;;;;;;;;;;;;;;
5C3A;107;;;;;;;;;;;;;;
5730;105;;;;;;;;;;;;;;
6bcd;105;;;;;;;;;;;;;;
9996;105;;;;;;;;;;;;;;
5C71;104;;;;;;;;;;;;;;
6728;103;;;;;;;;;;;;;;
81ea;102;;;;;;;;;;;;;;
672a;101;;;;;;;;;;;;;;
5b57;99;;;;;;;;;;;;;;
524d;98;;;;;;;;;;;;;;
662f;97;;;;;;;;;;;;;;
82b3;97;;;;;;;;;;;;;;
541B;95;;;;;;;;;;;;;;
8272;93;;;;;;;;;;;;;;
98db;90;;;;;;;;;;;;;;
9752;87;;;;;;;;;;;;;;
5bd2;85;;;;;;;;;;;;;;
6210;85;;;;;;;;;;;;;;
66f4;83;;;;;;;;;;;;;;
80fd;83;;;;;;;;;;;;;;
738B;79;;;;;;;;;;;;;;
4E8B;78;;;;;;;;;;;;;;
7d05;78;;;;;;;;;;;;;;
53f2;77;;;;;;;;;;;;;;
9ad9;76;;;;;;;;;;;;;;
8655;75;;;;;;;;;;;;;;
9152;75;;;;;;;;;;;;;;
6D77;74;;;;;;;;;;;;;;
570b;73;;;;;;;;;;;;;;
5165;72;;;;;;;;;;;;;;
6625;71;;;;;;;;;;;;;;
5bb9;70;;;;;;;;;;;;;;
6B4C;69;;;;;;;;;;;;;;
522b;68;;;;;;;;;;;;;;
582a;68;;;;;;;;;;;;;;
624B;68;;;;;;;;;;;;;;
6a13;67;;;;;;;;;;;;;;
597d;66;;;;;;;;;;;;;;
601d;66;;;;;;;;;;;;;;
4e5d;65;;;;;;;;;;;;;;
60c5;64;;;;;;;;;;;;;;
97fb;64;;;;;;;;;;;;;;
6bd4;63;;;;;;;;;;;;;;
5fae;62;;;;;;;;;;;;;;
6cd5;62;;;;;;;;;;;;;;
529B;61;;;;;;;;;;;;;;
5922;60;;;;;;;;;;;;;;
5f97;59;;;;;;;;;;;;;;
5BA2;58;;;;;;;;;;;;;;
624D;58;;;;;;;;;;;;;;
8db3;58;;;;;;;;;;;;;;
9ec4;58;;;;;;;;;;;;;;
5dee;57;;;;;;;;;;;;;;
672c;57;;;;;;;;;;;;;;
96e8;56;;;;;;;;;;;;;;
5b9a;55;;;;;;;;;;;;;;
66f8;55;;;;;;;;;;;;;;
5BF9;54;;;;;;;;;;;;;;
5230;52;;;;;;;;;;;;;;
7af9;50;;;;;;;;;;;;;;
4E43;49;;;;;;;;;;;;;;
6b32;49;;;;;;;;;;;;;;
7b11;49;;;;;;;;;;;;;;
8072;49;;;;;;;;;;;;;;
8a00;49;;;;;;;;;;;;;;
5B78;48;;;;;;;;;;;;;;
671B;48;;;;;;;;;;;;;;
91CD;48;;;;;;;;;;;;;;
559c;47;;;;;;;;;;;;;;
5357;46;;;;;;;;;;;;;;
83ab;46;;;;;;;;;;;;;;
7231;45;;;;;;;;;;;;;;
6578;44;;;;;;;;;;;;;;
56e0;43;;;;;;;;;;;;;;
6587;43;;;;;;;;;;;;;;
9189;43;;;;;;;;;;;;;;
57ce;42;;;;;;;;;;;;;;
610F;42;;;;;;;;;;;;;;
8def;41;;;;;;;;;;;;;;
843d;40;;;;;;;;;;;;;;
8d4b;40;;;;;;;;;;;;;;
7b2c;39;;;;;;;;;;;;;;
8074;39;;;;;;;;;;;;;;
543e;38;;;;;;;;;;;;;;
5BF8;38;;;;;;;;;;;;;;
6101;38;;;;;;;;;;;;;;
671d;38;;;;;;;;;;;;;;
76ee;38;;;;;;;;;;;;;;
9593;38;;;;;;;;;;;;;;
5f8c;37;;;;;;;;;;;;;;
624C;37;;;;;;;;;;;;;;
653e;37;;;;;;;;;;;;;;
5408;36;;;;;;;;;;;;;;
56de;36;;;;;;;;;;;;;;
76ae;36;;;;;;;;;;;;;;
7d30;36;;;;;;;;;;;;;;
4f11;35;;;;;;;;;;;;;;
8349;35;;;;;;;;;;;;;;
7269;34;;;;;;;;;;;;;;
7f8e;34;;;;;;;;;;;;;;
82f1;34;;;;;;;;;;;;;;
8776;34;;;;;;;;;;;;;;
96c6;34;;;;;;;;;;;;;;
984c;34;;;;;;;;;;;;;;
8d77;33;;;;;;;;;;;;;;
904e;33;;;;;;;;;;;;;;
5317;32;;;;;;;;;;;;;;
548c;32;;;;;;;;;;;;;;
539f;31;;;;;;;;;;;;;;
5bab;31;;;;;;;;;;;;;;
5ffd;31;;;;;;;;;;;;;;
83ef;31;;;;;;;;;;;;;;
96ea;31;;;;;;;;;;;;;;
975e;31;;;;;;;;;;;;;;
5f9e;30;;;;;;;;;;;;;;
661F;30;;;;;;;;;;;;;;
9650;30;;;;;;;;;;;;;;
982d;30;;;;;;;;;;;;;;
50b3;29;;;;;;;;;;;;;;
5206;29;;;;;;;;;;;;;;
5f71;29;;;;;;;;;;;;;;
6bcf;29;;;;;;;;;;;;;;
78A7;29;;;;;;;;;;;;;;
82E5;29;;;;;;;;;;;;;;
89e3;29;;;;;;;;;;;;;;
967d;29;;;;;;;;;;;;;;
53CB;28;;;;;;;;;;;;;;
751a;28;;;;;;;;;;;;;;
8a18;28;;;;;;;;;;;;;;
54c9;27;;;;;;;;;;;;;;
5c0d;27;;;;;;;;;;;;;;
5e73;27;;;;;;;;;;;;;;
62b1;27;;;;;;;;;;;;;;
671F;27;;;;;;;;;;;;;;
6885;27;;;;;;;;;;;;;;
6e05;27;;;;;;;;;;;;;;
8005;27;;;;;;;;;;;;;;
8a9e;27;;;;;;;;;;;;;;
8ce6;27;;;;;;;;;;;;;;
5144;26;;;;;;;;;;;;;;
5DFE;26;;;;;;;;;;;;;;
5ead;26;;;;;;;;;;;;;;
6276;26;;;;;;;;;;;;;;
7167;26;;;;;;;;;;;;;;
770b;26;;;;;;;;;;;;;;
9280;26;;;;;;;;;;;;;;
5409;25;;;;;;;;;;;;;;
5468;25;;;;;;;;;;;;;;
6613;25;;;;;;;;;;;;;;
672B;25;;;;;;;;;;;;;;
6795;25;;;;;;;;;;;;;;
7530;25;;;;;;;;;;;;;;
771f;25;;;;;;;;;;;;;;
547D;24;;;;;;;;;;;;;;
773c;24;;;;;;;;;;;;;;
82e6;24;;;;;;;;;;;;;;
53EA;23;;;;;;;;;;;;;;
5531;23;;;;;;;;;;;;;;
6700;23;;;;;;;;;;;;;;
8001;23;;;;;;;;;;;;;;
4f73;22;;;;;;;;;;;;;;
534a;22;;;;;;;;;;;;;;
6068;22;;;;;;;;;;;;;;
6b98;22;;;;;;;;;;;;;;
767d;22;;;;;;;;;;;;;;
96d6;22;;;;;;;;;;;;;;
9b42;22;;;;;;;;;;;;;;
4eac;21;;;;;;;;;;;;;;
6545;21;;;;;;;;;;;;;;
6620;21;;;;;;;;;;;;;;
694a;21;;;;;;;;;;;;;;
7406;21;;;;;;;;;;;;;;
504f;20;;;;;;;;;;;;;;
61d0;20;;;;;;;;;;;;;;
7d55;20;;;;;;;;;;;;;;
832b;20;;;;;;;;;;;;;;
8d8a;20;;;;;;;;;;;;;;
9001;20;;;;;;;;;;;;;;
91ab;20;;;;;;;;;;;;;;
9732;20;;;;;;;;;;;;;;
5374;19;;;;;;;;;;;;;;
5411;19;;;;;;;;;;;;;;
5584;19;;;;;;;;;;;;;;
666F;19;;;;;;;;;;;;;;
8fd1;19;;;;;;;;;;;;;;
4e91;18;;;;;;;;;;;;;;
554f;18;;;;;;;;;;;;;;
695a;18;;;;;;;;;;;;;;
77E2;18;;;;;;;;;;;;;;
7b1b;18;;;;;;;;;;;;;;
80a1;18;;;;;;;;;;;;;;
8a60;18;;;;;;;;;;;;;;
98ee;18;;;;;;;;;;;;;;
4f4f;17;;;;;;;;;;;;;;
5343;17;;;;;;;;;;;;;;
59b9;17;;;;;;;;;;;;;;
59ca;17;;;;;;;;;;;;;;
5c45;17;;;;;;;;;;;;;;
6597;17;;;;;;;;;;;;;;
68e0;17;;;;;;;;;;;;;;
6c0f;17;;;;;;;;;;;;;;
6eaa;17;;;;;;;;;;;;;;
7236;17;;;;;;;;;;;;;;
8aaa;17;;;;;;;;;;;;;;
96c4;17;;;;;;;;;;;;;;
975c;17;;;;;;;;;;;;;;
9ad4;17;;;;;;;;;;;;;;
4ee4;16;;;;;;;;;;;;;;
51e1;16;;;;;;;;;;;;;;
5373;16;;;;;;;;;;;;;;
677e;16;;;;;;;;;;;;;;
6f22;16;;;;;;;;;;;;;;
7576;16;;;;;;;;;;;;;;
7720;16;;;;;;;;;;;;;;
897F;16;;;;;;;;;;;;;;
8ffd;16;;;;;;;;;;;;;;
9149;16;;;;;;;;;;;;;;
51b7;15;;;;;;;;;;;;;;
5200;15;;;;;;;;;;;;;;
52dd;15;;;;;;;;;;;;;;
5713;15;;;;;;;;;;;;;;
5d50;15;;;;;;;;;;;;;;
6b65;15;;;;;;;;;;;;;;
72c2;15;;;;;;;;;;;;;;
90fd;15;;;;;;;;;;;;;;
4f8d;14;;;;;;;;;;;;;;
5316;14;;;;;;;;;;;;;;
542b;14;;;;;;;;;;;;;;
5802;14;;;;;;;;;;;;;;
5a66;14;;;;;;;;;;;;;;
60df;14;;;;;;;;;;;;;;
6559;14;;;;;;;;;;;;;;
6c11;14;;;;;;;;;;;;;;
6e38;14;;;;;;;;;;;;;;
842c;14;;;;;;;;;;;;;;
88c1;14;;;;;;;;;;;;;;
9047;14;;;;;;;;;;;;;;
96c1;14;;;;;;;;;;;;;;
96c5;14;;;;;;;;;;;;;;
9aa8;14;;;;;;;;;;;;;;
9cf4;14;;;;;;;;;;;;;;
5186;13;;;;;;;;;;;;;;
52d5;13;;;;;;;;;;;;;;
5404;13;;;;;;;;;;;;;;
54ed;13;;;;;;;;;;;;;;
5c40;13;;;;;;;;;;;;;;
628a;13;;;;;;;;;;;;;;
65E9;13;;;;;;;;;;;;;;
6c38;13;;;;;;;;;;;;;;
7248;13;;;;;;;;;;;;;;
91cf;13;;;;;;;;;;;;;;
5999;12;;;;;;;;;;;;;;
5f3a;12;;;;;;;;;;;;;;
5f80;12;;;;;;;;;;;;;;
65A4;12;;;;;;;;;;;;;;
6751;12;;;;;;;;;;;;;;
6bc5;12;;;;;;;;;;;;;;
79e6;12;;;;;;;;;;;;;;
80e1;12;;;;;;;;;;;;;;
81f4;12;;;;;;;;;;;;;;
8fe2;12;;;;;;;;;;;;;;
59d1;11;;;;;;;;;;;;;;
5e03;11;;;;;;;;;;;;;;
63a8;11;;;;;;;;;;;;;;
6b62;11;;;;;;;;;;;;;;
6e56;11;;;;;;;;;;;;;;
6ee1;11;;;;;;;;;;;;;;
7f9e;11;;;;;;;;;;;;;;
971e;11;;;;;;;;;;;;;;
50b7;10;;;;;;;;;;;;;;
5168;10;;;;;;;;;;;;;;
52FF;10;;;;;;;;;;;;;;
5831;10;;;;;;;;;;;;;;
58FD;10;;;;;;;;;;;;;;
5915;10;;;;;;;;;;;;;;
5f1f;10;;;;;;;;;;;;;;
5fe0;10;;;;;;;;;;;;;;
6674;10;;;;;;;;;;;;;;
66f2;10;;;;;;;;;;;;;;
66fe;10;;;;;;;;;;;;;;
8ab0;10;;;;;;;;;;;;;;
8c37;10;;;;;;;;;;;;;;
9032;10;;;;;;;;;;;;;;
9163;10;;;;;;;;;;;;;;
9f8d;10;;;;;;;;;;;;;;
50be;9;;;;;;;;;;;;;;
5439;9;;;;;;;;;;;;;;
5b0c;9;;;;;;;;;;;;;;
5C19;9;;;;;;;;;;;;;;
5e38;9;;;;;;;;;;;;;;
696d;9;;;;;;;;;;;;;;
7531;9;;;;;;;;;;;;;;
7532;9;;;;;;;;;;;;;;
795e;9;;;;;;;;;;;;;;
7b54;9;;;;;;;;;;;;;;
8178;9;;;;;;;;;;;;;;
4efb;8;;;;;;;;;;;;;;
547c;8;;;;;;;;;;;;;;
54e1;8;;;;;;;;;;;;;;
5510;8;;;;;;;;;;;;;;
5e95;8;;;;;;;;;;;;;;
62c2;8;;;;;;;;;;;;;;
67d4;8;;;;;;;;;;;;;;
68a8;8;;;;;;;;;;;;;;
68f2;8;;;;;;;;;;;;;;
7435;8;;;;;;;;;;;;;;
798f;8;;;;;;;;;;;;;;
7b75;8;;;;;;;;;;;;;;
7d42;8;;;;;;;;;;;;;;
8863;8;;;;;;;;;;;;;;
90ce;8;;;;;;;;;;;;;;
914C;8;;;;;;;;;;;;;;
983b;8;;;;;;;;;;;;;;
9867;8;;;;;;;;;;;;;;
4ed8;7;;;;;;;;;;;;;;
50ac;7;;;;;;;;;;;;;;
514d;7;;;;;;;;;;;;;;
5289;7;;;;;;;;;;;;;;
5854;7;;;;;;;;;;;;;;
5a18;7;;;;;;;;;;;;;;
5fa9;7;;;;;;;;;;;;;;
63cf;7;;;;;;;;;;;;;;
6572;7;;;;;;;;;;;;;;
660c;7;;;;;;;;;;;;;;
6d6a;7;;;;;;;;;;;;;;
731c;7;;;;;;;;;;;;;;
7591;7;;;;;;;;;;;;;;
820d;7;;;;;;;;;;;;;;
8a71;7;;;;;;;;;;;;;;
9023;7;;;;;;;;;;;;;;
9762;7;;;;;;;;;;;;;;
9b5a;7;;;;;;;;;;;;;;
5029;6;;;;;;;;;;;;;;
56ED;6;;;;;;;;;;;;;;
5947;6;;;;;;;;;;;;;;
5a49;6;;;;;;;;;;;;;;
5c01;6;;;;;;;;;;;;;;
5c4b;6;;;;;;;;;;;;;;
5DDD;6;;;;;;;;;;;;;;
5ea7;6;;;;;;;;;;;;;;
5ff5;6;;;;;;;;;;;;;;
6084;6;;;;;;;;;;;;;;
60f1;6;;;;;;;;;;;;;;
6562;6;;;;;;;;;;;;;;
65d7;6;;;;;;;;;;;;;;
68b3;6;;;;;;;;;;;;;;
6a4b;6;;;;;;;;;;;;;;
70ba;6;;;;;;;;;;;;;;
7434;6;;;;;;;;;;;;;;
754f;6;;;;;;;;;;;;;;
7709;6;;;;;;;;;;;;;;
788e;6;;;;;;;;;;;;;;
7fe9;6;;;;;;;;;;;;;;
7ffb;6;;;;;;;;;;;;;;
82d4;6;;;;;;;;;;;;;;
8F83;6;;;;;;;;;;;;;;
8ff4;6;;;;;;;;;;;;;;
9ce5;6;;;;;;;;;;;;;;
5012;5;;;;;;;;;;;;;;
52f9;5;;;;;;;;;;;;;;
59a8;5;;;;;;;;;;;;;;
5a25;5;;;;;;;;;;;;;;
5e2b;5;;;;;;;;;;;;;;
5efa;5;;;;;;;;;;;;;;
6148;5;;;;;;;;;;;;;;
63d0;5;;;;;;;;;;;;;;
6563;5;;;;;;;;;;;;;;
65c5;5;;;;;;;;;;;;;;
679a;5;;;;;;;;;;;;;;
6843;5;;;;;;;;;;;;;;
6a2a;5;;;;;;;;;;;;;;
6a31;5;;;;;;;;;;;;;;
6f13;5;;;;;;;;;;;;;;
77ed;5;;;;;;;;;;;;;;
7956;5;;;;;;;;;;;;;;
7d2b;5;;;;;;;;;;;;;;
8209;5;;;;;;;;;;;;;;
8239;5;;;;;;;;;;;;;;
8d85;5;;;;;;;;;;;;;;
8e0f;5;;;;;;;;;;;;;;
8eca;5;;;;;;;;;;;;;;
8fd4;5;;;;;;;;;;;;;;
96f6;5;;;;;;;;;;;;;;
9846;5;;;;;;;;;;;;;;
985b;5;;;;;;;;;;;;;;
99ac;5;;;;;;;;;;;;;;
4f38;4;;;;;;;;;;;;;;
501a;4;;;;;;;;;;;;;;
532a;4;;;;;;;;;;;;;;
59d3;4;;;;;;;;;;;;;;
59da;4;;;;;;;;;;;;;;
5c1a;4;;;;;;;;;;;;;;
5d07;4;;;;;;;;;;;;;;
5e26;4;;;;;;;;;;;;;;
5f8b;4;;;;;;;;;;;;;;
6027;4;;;;;;;;;;;;;;
6295;4;;;;;;;;;;;;;;
6301;4;;;;;;;;;;;;;;
67cf;4;;;;;;;;;;;;;;
67d3;4;;;;;;;;;;;;;;
67f3;4;;;;;;;;;;;;;;
6821;4;;;;;;;;;;;;;;
683d;4;;;;;;;;;;;;;;
68a7;4;;;;;;;;;;;;;;
690D;4;;;;;;;;;;;;;;
6b47;4;;;;;;;;;;;;;;
7537;4;;;;;;;;;;;;;;
80af;4;;;;;;;;;;;;;;
8154;4;;;;;;;;;;;;;;
8166;4;;;;;;;;;;;;;;
822b;4;;;;;;;;;;;;;;
8700;4;;;;;;;;;;;;;;
8AF8;4;;;;;;;;;;;;;;
8ecd;4;;;;;;;;;;;;;;
8ff7;4;;;;;;;;;;;;;;
901a;4;;;;;;;;;;;;;;
9020;4;;;;;;;;;;;;;;
91CC;4;;;;;;;;;;;;;;
971c;4;;;;;;;;;;;;;;
9b4f;4;;;;;;;;;;;;;;
Wrd_6084972a;4;;;;;;;;;;;;;;
526a;3;;;;;;;;;;;;;;
529f;3;;;;;;;;;;;;;;
53a6;3;;;;;;;;;;;;;;
57CB;3;;;;;;;;;;;;;;
5c07;3;;;;;;;;;;;;;;
6388;3;;;;;;;;;;;;;;
69d0;3;;;;;;;;;;;;;;
6e3e;3;;;;;;;;;;;;;;
718f;3;;;;;;;;;;;;;;
7738;3;;;;;;;;;;;;;;
7d73;3;;;;;;;;;;;;;;
80e5;3;;;;;;;;;;;;;;
8B1D;3;;;;;;;;;;;;;;
8dfc;3;;;;;;;;;;;;;;
9022;3;;;;;;;;;;;;;;
964d;3;;;;;;;;;;;;;;
9684;3;;;;;;;;;;;;;;
96fb;3;;;;;;;;;;;;;;
Wrd_2160072f;3;;;;;;;;;;;;;;
Wrd_25789029;3;;;;;;;;;;;;;;
Wrd_373135db;3;;;;;;;;;;;;;;
4e05;2;;;;;;;;;;;;;;
522e;2;;;;;;;;;;;;;;
528d;2;;;;;;;;;;;;;;
53F8;2;;;;;;;;;;;;;;
546C;2;;;;;;;;;;;;;;
548F;2;;;;;;;;;;;;;;
56f2;2;;;;;;;;;;;;;;
581E;2;;;;;;;;;;;;;;
5824;2;;;;;;;;;;;;;;
594f;2;;;;;;;;;;;;;;
5c11;2;;;;;;;;;;;;;;
5ced;2;;;;;;;;;;;;;;
5e02;2;;;;;;;;;;;;;;
6094;2;;;;;;;;;;;;;;
6172;2;;;;;;;;;;;;;;
6258;2;;;;;;;;;;;;;;
62CB;2;;;;;;;;;;;;;;
6392;2;;;;;;;;;;;;;;
63e1;2;;;;;;;;;;;;;;
65c8;2;;;;;;;;;;;;;;
6850;2;;;;;;;;;;;;;;
6bba;2;;;;;;;;;;;;;;
6d25;2;;;;;;;;;;;;;;
6dcb;2;;;;;;;;;;;;;;
7279;2;;;;;;;;;;;;;;
7455;2;;;;;;;;;;;;;;
7834;2;;;;;;;;;;;;;;
79df;2;;;;;;;;;;;;;;
7a3d;2;;;;;;;;;;;;;;
806F;2;;;;;;;;;;;;;;
80c3;2;;;;;;;;;;;;;;
80f8;2;;;;;;;;;;;;;;
88ab;2;;;;;;;;;;;;;;
88fe;2;;;;;;;;;;;;;;
8acb;2;;;;;;;;;;;;;;
Wrd_57f244c9;2;;;;;;;;;;;;;;
Wrd_65b0a69f;2;;;;;;;;;;;;;;
Wrd_6f87a2bb;2;;;;;;;;;;;;;;
Wrd_7d8e61ac;2;;;;;;;;;;;;;;
4e03;1;;;;;;;;;;;;;;
4ec3;1;;;;;;;;;;;;;;
51ac;1;;;;;;;;;;;;;;
51F5;1;;;;;;;;;;;;;;
54c3;1;;;;;;;;;;;;;;
56E2;1;;;;;;;;;;;;;;
56EC;1;;;;;;;;;;;;;;
598d;1;;;;;;;;;;;;;;
5a1f;1;;;;;;;;;;;;;;
5CFF;1;;;;;;;;;;;;;;
5E97;1;;;;;;;;;;;;;;
5ea6;1;;;;;;;;;;;;;;
5f2d;1;;;;;;;;;;;;;;
6349;1;;;;;;;;;;;;;;
664B;1;;;;;;;;;;;;;;
66F0;1;;;;;;;;;;;;;;
6732;1;;;;;;;;;;;;;;
6811;1;;;;;;;;;;;;;;
6842;1;;;;;;;;;;;;;;
68fa;1;;;;;;;;;;;;;;
6C60;1;;;;;;;;;;;;;;
6ce8;1;;;;;;;;;;;;;;
70fd;1;;;;;;;;;;;;;;
72d0;1;;;;;;;;;;;;;;
7368;1;;;;;;;;;;;;;;
73c2;1;;;;;;;;;;;;;;
75C5;1;;;;;;;;;;;;;;
7d19;1;;;;;;;;;;;;;;
8096;1;;;;;;;;;;;;;;
8106;1;;;;;;;;;;;;;;
88d9;1;;;;;;;;;;;;;;
8ABC;1;;;;;;;;;;;;;;
8b02;1;;;;;;;;;;;;;;
8c01;1;;;;;;;;;;;;;;
8CB4;1;;;;;;;;;;;;;;
8ddd;1;;;;;;;;;;;;;;
900D;1;;;;;;;;;;;;;;
9053;1;;;;;;;;;;;;;;
9196;1;;;;;;;;;;;;;;
9630;1;;;;;;;;;;;;;;
98E0;1;;;;;;;;;;;;;;
Wrd_0f9076ea;1;;;;;;;;;;;;;;
Wrd_0fe230ca;1;;;;;;;;;;;;;;
Wrd_151f919a;1;;;;;;;;;;;;;;
Wrd_1c1ef258;1;;;;;;;;;;;;;;
Wrd_274f64e4;1;;;;;;;;;;;;;;
Wrd_2fb22081;1;;;;;;;;;;;;;;
Wrd_3894eff7;1;;;;;;;;;;;;;;
Wrd_46cd7891;1;;;;;;;;;;;;;;
Wrd_4c60bd67;1;;;;;;;;;;;;;;
Wrd_50b23e0c;1;;;;;;;;;;;;;;
Wrd_5131f9fc;1;;;;;;;;;;;;;;
Wrd_586061e0;1;;;;;;;;;;;;;;
Wrd_58b71496;1;;;;;;;;;;;;;;
Wrd_5aaeb7d6;1;;;;;;;;;;;;;;
Wrd_5e04df5e;1;;;;;;;;;;;;;;
Wrd_6294897f;1;;;;;;;;;;;;;;
Wrd_658047a8;1;;;;;;;;;;;;;;
Wrd_68c1cc2f;1;;;;;;;;;;;;;;
Wrd_6b54f0c5;1;;;;;;;;;;;;;;
Wrd_77b5b025;1;;;;;;;;;;;;;;
Wrd_7be4f86d;1;;;;;;;;;;;;;;
Wrd_7d57f79a;1;;;;;;;;;;;;;;
Wrd_7ddbcb16;1;;;;;;;;;;;;;;
Wrd_7e5f8dfd;1;;;;;;;;;;;;;;
5-2-2015;;;;;;;;;;;;;;;
